3720;Gödöllő;Bem utca 30;2020.10.30;v1.0;20;aktív;2021.08.30;ATM;Soft 3.3;192.168.55.46;Windows;346859976
3721;Kőszeg;Szent István utca 51;2016.10.25;v4.9;20;-;2018.06.25;ATM;Soft 2.1;192.168.66.88;Windows;280182156
3722;Szolnok;Szent István utca 39;2018.07.04;v3.1;20;raktárban;2018.12.04;ATM;Soft 1.2;192.168.253.2;Windows;297099603
3723;Szombathely;Vörösmarty utca 13;2019.09.21;v3.9;12;-;2020.07.21;ATM;Soft 3.8;192.168.50.253;Windows;335938326
3724;Hajdúszoboszló;Mátyás király utca 70;2016.05.16;v2.0;14;raktárban;2018.02.16;ATM;Soft 4.7;192.168.10.76;Windows;217780568
3725;Miskolc;Bem utca 6;2021.09.02;v1.5;13;-;2022.01.02;ATM;Soft 4.6;192.168.182.214;Windows;827434657
3726;Komárom;Bem utca 78;2019.09.26;v5.1;15;-;2021.08.26;ATM;Soft 2.3;192.168.132.231;Windows;216760320
3727;Kunszentmiklós;Honvéd utca 33;2016.02.08;v6.0;13;raktárban;2016.07.08;ATM;Soft 4.8;192.168.92.240;Windows;836515870
3728;Kisvárda;Alkotmány utca 13;2024.06.10;v9.9;14;aktív;2025.02.10;ATM;Soft 4.9;192.168.27.126;Windows;313821477
3729;Kaba;Virág utca 14;2021.12.16;v9.5;19;-;2023.09.16;ATM;Soft 3.4;192.168.207.200;Windows;142360027
3730;Tapolca;Vasút utca 63;2017.12.12;v5.4;16;raktárban;2019.03.12;ATM;Soft 3.5;192.168.222.90;Windows;452994854
3731;Dabas;Mátyás király utca 78;2016.09.05;v8.2;17;aktív;2017.06.05;ATM;Soft 1.2;192.168.9.63;Windows;866420372
3732;Tiszafüred;Bartók Béla utca 94;2015.12.24;v4.3;13;-;2017.09.24;ATM;Soft 2.6;192.168.181.121;Windows;548599881
3733;Celldömölk;Templom utca 59;2018.04.09;v4.2;15;-;2019.05.09;ATM;Soft 1.1;192.168.23.102;Windows;679184323
3734;Csongrád;Jókai utca 66;2018.09.27;v4.5;12;-;2019.12.27;ATM;Soft 3.3;192.168.181.106;Windows;252776784
3735;Karcag;Jókai utca 51;2016.08.04;v9.0;18;aktív;2017.03.04;ATM;Soft 3.6;192.168.203.231;Windows;898119053
3736;Balatonalmádi;Munkás utca 30;2022.12.12;v9.8;18;-;2024.06.12;ATM;Soft 3.0;192.168.55.251;Windows;332888581
3737;Tatabánya;Rózsa utca 87;2015.11.25;v6.8;20;-;2016.04.25;ATM;Soft 3.1;192.168.11.216;Windows;310544456
3738;Debrecen;Zrínyi utca 36;2015.08.12;v5.8;16;-;2016.08.12;ATM;Soft 4.1;192.168.84.200;Windows;471729002
3739;Kaba;Zrínyi utca 43;2023.03.26;v2.2;13;aktív;2024.07.26;ATM;Soft 4.2;192.168.104.112;Windows;203991466
3740;Csömör;Erkel Ferenc utca 68;2015.07.20;v7.2;20;-;2017.01.20;ATM;Soft 4.9;192.168.97.167;Windows;574632758
3741;Pápa;Fő utca 75;2017.10.04;v3.5;14;-;2018.02.04;ATM;Soft 1.2;192.168.198.221;Windows;135153439
3742;Mór;Közép utca 55;2015.06.14;v4.9;17;aktív;2016.03.14;ATM;Soft 4.4;192.168.210.198;Windows;516595128
3743;Kecskemét;Alkotmány utca 67;2015.03.09;v7.0;13;-;2016.06.09;ATM;Soft 4.6;192.168.239.174;Windows;113690084
3744;Hajdúszoboszló;Ady Endre utca 97;2023.09.15;v8.9;13;aktív;2025.01.15;ATM;Soft 3.3;192.168.50.202;Windows;609075734
3745;Szentendre;Kossuth utca 15;2018.10.21;v1.9;16;-;2020.05.21;ATM;Soft 2.4;192.168.121.0;Windows;533726810
3746;Siklós;Közép utca 42;2022.10.02;v9.6;15;aktív;2023.08.02;ATM;Soft 1.4;192.168.103.16;Windows;743189719
3747;Csömör;Mátyás király utca 80;2020.08.03;v5.4;14;aktív;2020.12.03;ATM;Soft 3.1;192.168.120.143;Windows;699686140
3748;Budapest;Jókai utca 22;2018.12.02;v6.4;19;-;2019.07.02;ATM;Soft 1.5;192.168.62.182;Windows;379426904
3749;Kalocsa;Rózsa utca 15;2018.04.25;v5.7;14;-;2018.11.25;ATM;Soft 1.9;192.168.254.228;Windows;985056736
3750;Budapest;Madách utca 33;2016.02.29;v5.9;14;aktív;2016.10.29;ATM;Soft 3.1;192.168.50.175;Windows;876274612
3751;Pilisszentiván;Jókai utca 42;2022.02.26;v1.5;19;-;2022.07.26;ATM;Soft 4.7;192.168.1.70;Windows;663299057
3752;Kőszeg;Szabadság utca 37;2024.08.15;v3.2;16;-;2025.11.15;ATM;Soft 2.1;192.168.248.14;Windows;995477010
3753;Orosháza;Új utca 98;2024.08.06;v3.9;17;-;2025.12.06;ATM;Soft 4.1;192.168.224.73;Windows;867475826
3754;Gyula;Kossuth utca 78;2016.02.14;v9.3;19;-;2017.11.14;ATM;Soft 1.9;192.168.243.158;Windows;946169865
3755;Nagykáta;Jókai utca 22;2018.12.28;v1.4;18;-;2019.02.28;ATM;Soft 2.3;192.168.55.231;Windows;601990168
3756;Pécs;Akácfa utca 95;2023.08.27;v1.4;18;-;2024.06.27;ATM;Soft 4.4;192.168.222.98;Windows;218391436
3757;Nagykőrös;Kossuth tér 11;2015.10.25;v5.0;15;aktív;2016.05.25;ATM;Soft 4.4;192.168.117.110;Windows;178945415
3758;Gyula;Nyár utca 77;2016.10.14;v6.5;13;aktív;2017.08.14;ATM;Soft 2.2;192.168.239.84;Windows;920387123
3759;Dunakeszi;Rákóczi tér 54;2016.10.22;v7.3;12;aktív;2018.08.22;ATM;Soft 4.4;192.168.249.43;Windows;908833931
3760;Érd;Hársfa utca 26;2015.08.19;v2.4;16;-;2017.07.19;ATM;Soft 1.0;192.168.158.154;Windows;848681810
3761;Orosháza;Jókai utca 71;2018.09.04;v9.1;18;-;2019.11.04;ATM;Soft 3.4;192.168.193.204;Windows;801396563
3762;Tatabánya;Tavasz utca 16;2021.04.10;v2.8;12;aktív;2022.10.10;ATM;Soft 2.6;192.168.41.53;Windows;167565252
3763;Kiskunhalas;Szőlő utca 91;2018.11.27;v8.9;17;-;2020.07.27;ATM;Soft 1.8;192.168.56.106;Windows;522008243
3764;Körmend;Tavasz utca 33;2020.12.17;v1.5;14;aktív;2021.09.17;ATM;Soft 2.0;192.168.215.106;Windows;942801824
3765;Füzesabony;Mátyás király utca 9;2023.12.28;v5.5;13;aktív;2025.10.28;ATM;Soft 3.8;192.168.168.44;Windows;652253441
3766;Gyömrő;Kossuth tér 91;2015.09.14;v5.9;14;-;2017.01.14;ATM;Soft 4.5;192.168.108.197;Windows;625231875
3767;Bonyhád;Templom utca 71;2015.07.30;v8.0;20;-;2017.04.30;ATM;Soft 1.9;192.168.200.31;Windows;423613594
3768;Kisvárda;Temető utca 55;2015.10.20;v5.6;15;aktív;2016.09.20;ATM;Soft 3.0;192.168.115.79;Windows;551432500
3769;Pilisszentiván;Hunyadi utca 26;2023.01.12;v1.6;13;aktív;2024.10.12;ATM;Soft 4.2;192.168.53.170;Windows;147249234
3770;Kalocsa;Hunyadi utca 72;2022.02.09;v3.1;20;raktárban;2022.07.09;ATM;Soft 2.9;192.168.33.233;Windows;143549575
3771;Mohács;Vörösmarty utca 11;2024.09.02;v9.2;18;raktárban;2025.05.02;ATM;Soft 1.7;192.168.164.72;Windows;991437068
3772;Kaposvár;Sport utca 45;2022.09.24;v1.3;15;-;2023.09.24;ATM;Soft 1.2;192.168.194.240;Windows;840832182
3773;Salgótarján;Béke utca 31;2021.05.12;v2.1;20;aktív;2023.03.12;ATM;Soft 4.8;192.168.206.228;Windows;397434490
3774;Sümeg;Rákóczi tér 73;2019.01.31;v4.0;16;raktárban;2019.07.31;ATM;Soft 1.9;192.168.190.118;Windows;958752651
3775;Szentgotthárd;Iskola utca 56;2021.07.02;v1.3;12;-;2021.09.02;ATM;Soft 4.3;192.168.2.131;Windows;625835621
3776;Gyál;Deák Ferenc utca 4;2017.02.06;v2.6;20;-;2018.06.06;ATM;Soft 2.4;192.168.194.171;Windows;869792841
3777;Celldömölk;Iskola utca 59;2018.01.11;v4.5;13;-;2018.07.11;ATM;Soft 2.4;192.168.100.61;Windows;759122271
3778;Gödöllő;Tavaszmező utca 26;2015.03.10;v5.7;20;-;2016.10.10;ATM;Soft 3.0;192.168.50.203;Windows;842614558
3779;Szolnok;Orgona utca 26;2018.11.25;v9.7;20;raktárban;2019.05.25;ATM;Soft 3.5;192.168.123.159;Windows;108187382
3780;Kiskunhalas;Vörösmarty utca 33;2016.10.01;v9.6;20;-;2017.08.01;ATM;Soft 1.0;192.168.111.94;Windows;973330171
3781;Pécs;Madách utca 5;2016.03.14;v4.3;16;-;2017.04.14;ATM;Soft 2.6;192.168.255.239;Windows;470974316
3782;Csongrád;Temető utca 50;2022.10.15;v3.7;15;aktív;2023.10.15;ATM;Soft 2.5;192.168.123.97;Windows;201523712
3783;Tiszaújváros;Rét utca 40;2023.12.26;v5.8;12;-;2024.01.26;ATM;Soft 4.2;192.168.46.138;Windows;220411580
3784;Szombathely;Arany János utca 45;2024.07.04;v7.3;14;aktív;2025.08.04;ATM;Soft 1.7;192.168.235.98;Windows;787853116
3785;Nagykőrös;Sport utca 45;2022.06.19;v2.5;18;raktárban;2023.02.19;ATM;Soft 4.6;192.168.38.140;Windows;197944768
3786;Zalaegerszeg;Rákóczi tér 38;2023.03.20;v1.3;14;aktív;2023.07.20;ATM;Soft 3.2;192.168.16.77;Windows;885942967
3787;Békéscsaba;Ady Endre utca 56;2019.12.03;v1.4;16;aktív;2021.06.03;ATM;Soft 1.0;192.168.147.253;Windows;144355603
3788;Püspökladány;Hegyalja utca 82;2017.06.22;v4.3;15;-;2018.08.22;ATM;Soft 1.3;192.168.42.52;Windows;749006033
3789;Csongrád;Ady Endre utca 61;2024.07.02;v7.3;16;-;2025.03.02;ATM;Soft 2.6;192.168.190.85;Windows;643878707
3790;Bonyhád;Petőfi utca 36;2015.01.01;v8.8;19;raktárban;2016.12.01;ATM;Soft 3.4;192.168.84.110;Windows;884655488
3791;Balatonalmádi;Szőlő utca 28;2024.08.25;v8.3;14;aktív;2025.05.25;ATM;Soft 4.4;192.168.35.50;Windows;431622631
3792;Nagykanizsa;Hársfa utca 74;2016.12.31;v2.0;20;aktív;2018.07.31;ATM;Soft 3.4;192.168.60.41;Windows;537084582
3793;Kazincbarcika;Béke utca 76;2023.10.04;v6.2;16;raktárban;2025.05.04;ATM;Soft 3.5;192.168.8.108;Windows;819314183
3794;Pápa;Kossuth utca 24;2022.08.18;v6.2;19;-;2023.08.18;ATM;Soft 3.3;192.168.56.127;Windows;339117051
3795;Baja;Fő utca 7;2016.04.01;v5.0;19;aktív;2016.12.01;ATM;Soft 1.9;192.168.155.253;Windows;774063492
3796;Hajdúszoboszló;Vasút utca 55;2020.07.15;v9.7;19;raktárban;2021.05.15;ATM;Soft 3.8;192.168.147.218;Windows;838164414
3797;Debrecen;Béke utca 1;2022.04.11;v1.5;15;-;2023.02.11;ATM;Soft 1.0;192.168.193.126;Windows;213244841
3798;Jászapáti;Mátyás király utca 48;2018.01.02;v1.6;19;-;2019.09.02;ATM;Soft 2.1;192.168.237.12;Windows;441260641
3799;Gyál;Zrínyi utca 87;2020.01.05;v6.4;14;raktárban;2021.04.05;ATM;Soft 1.4;192.168.80.74;Windows;919400000
3800;Nyíregyháza;Mátyás király utca 35;2023.02.12;v6.7;12;-;2024.09.12;ATM;Soft 3.1;192.168.234.109;Windows;809910601
3801;Kunszentmiklós;Rákóczi utca 97;2021.05.21;v2.0;18;-;2022.09.21;ATM;Soft 1.6;192.168.135.132;Windows;462096014
3802;Komárom;Szabadság utca 49;2024.06.06;v2.1;12;aktív;2024.11.06;ATM;Soft 3.2;192.168.127.135;Windows;577328029
3803;Eger;Sport utca 56;2022.11.29;v5.9;12;-;2024.07.29;ATM;Soft 3.2;192.168.170.95;Windows;337371428
3804;Cegléd;Mátyás király utca 26;2015.06.29;v9.8;14;raktárban;2015.12.29;ATM;Soft 3.8;192.168.84.190;Windows;147621466
3805;Mór;Tavasz utca 60;2018.10.25;v8.4;13;-;2020.02.25;ATM;Soft 4.7;192.168.23.53;Windows;233541946
3806;Sárbogárd;Rózsa utca 56;2022.02.07;v1.8;17;-;2023.10.07;ATM;Soft 4.4;192.168.237.129;Windows;370125598
3807;Kisvárda;Kossuth tér 31;2020.11.11;v2.2;12;-;2021.11.11;ATM;Soft 1.6;192.168.60.37;Windows;422644819
3808;Nagykanizsa;Temető utca 59;2017.11.17;v8.1;19;raktárban;2019.05.17;ATM;Soft 1.8;192.168.168.205;Windows;859057122
3809;Gyál;Bartók Béla utca 19;2022.12.24;v9.6;19;-;2024.01.24;ATM;Soft 4.9;192.168.93.87;Windows;636392968
3810;Hajdúszoboszló;Bartók Béla utca 66;2018.07.20;v7.3;17;-;2019.10.20;ATM;Soft 3.3;192.168.70.162;Windows;591867298
3811;Balatonalmádi;Közép utca 54;2019.02.24;v3.6;19;-;2019.09.24;ATM;Soft 3.9;192.168.75.100;Windows;712259143
3812;Tiszaújváros;Bem utca 80;2018.10.26;v4.2;20;aktív;2019.05.26;ATM;Soft 2.7;192.168.23.226;Windows;214580332
3813;Salgótarján;Szabadság utca 20;2023.08.16;v8.9;13;-;2024.07.16;ATM;Soft 4.2;192.168.2.96;Windows;625054552
3814;Balatonfüred;Jázmin utca 32;2016.05.20;v3.3;20;aktív;2016.07.20;ATM;Soft 4.3;192.168.216.60;Windows;110089979
3815;Győr;Gyöngyvirág utca 27;2019.06.15;v9.4;16;raktárban;2019.11.15;ATM;Soft 2.5;192.168.22.213;Windows;202679365
3816;Jászberény;Kossuth tér 24;2021.03.18;v1.7;12;-;2022.09.18;ATM;Soft 3.4;192.168.246.41;Windows;529627131
3817;Szekszárd;Rákóczi tér 5;2020.06.10;v9.3;17;raktárban;2022.01.10;ATM;Soft 4.5;192.168.45.118;Windows;328857970
3818;Tiszaújváros;Rét utca 38;2018.10.03;v9.2;14;-;2019.01.03;ATM;Soft 4.7;192.168.215.34;Windows;342524101
3819;Győr;Szabadság utca 26;2020.03.30;v3.3;14;aktív;2021.03.30;ATM;Soft 3.6;192.168.38.196;Windows;698874381
3820;Siklós;Hunyadi utca 32;2020.02.11;v7.0;13;raktárban;2021.09.11;ATM;Soft 1.1;192.168.94.33;Windows;492158863
3821;Siklós;Tavaszmező utca 37;2022.02.14;v2.2;15;-;2023.05.14;ATM;Soft 2.4;192.168.136.82;Windows;304325013
3822;Pilisvörösvár;Jókai utca 76;2023.01.10;v2.2;17;raktárban;2023.09.10;ATM;Soft 2.1;192.168.201.119;Windows;152940355
3823;Szentgotthárd;Sport utca 48;2023.01.05;v1.8;15;-;2024.09.05;ATM;Soft 3.4;192.168.30.1;Windows;528707643
3824;Kunszentmiklós;Béke utca 3;2019.04.27;v7.7;13;-;2020.04.27;ATM;Soft 1.0;192.168.6.105;Windows;972770118
3825;Eger;Fő utca 13;2017.06.07;v7.5;14;-;2017.09.07;ATM;Soft 2.4;192.168.41.121;Windows;447444819
3826;Berettyóújfalu;Rákóczi tér 39;2017.12.18;v7.6;19;aktív;2019.05.18;ATM;Soft 2.2;192.168.71.11;Windows;419162303
3827;Jászapáti;Bem utca 58;2020.11.12;v9.4;15;aktív;2021.01.12;ATM;Soft 4.8;192.168.181.81;Windows;727740918
3828;Dabas;Honvéd utca 39;2020.02.09;v8.8;20;aktív;2020.11.09;ATM;Soft 1.2;192.168.23.225;Windows;344935000
3829;Kiskunfélegyháza;Mátyás király utca 24;2023.04.28;v3.8;13;-;2024.01.28;ATM;Soft 3.0;192.168.130.209;Windows;551063695
3830;Balatonfüred;Rákóczi utca 32;2023.09.15;v1.6;20;aktív;2023.10.15;ATM;Soft 1.0;192.168.89.195;Windows;447415012
3831;Budaörs;Rákóczi utca 97;2023.04.27;v9.4;18;aktív;2024.08.27;ATM;Soft 1.8;192.168.213.229;Windows;688951652
3832;Kaba;Arany János utca 31;2024.05.03;v7.8;18;-;2025.02.03;ATM;Soft 1.9;192.168.15.65;Windows;340913649
3833;Budaörs;Munkás utca 24;2017.08.07;v5.8;12;raktárban;2019.04.07;ATM;Soft 2.1;192.168.104.186;Windows;123764337
3834;Szeged;Arany János utca 81;2021.02.19;v3.4;20;aktív;2021.11.19;ATM;Soft 4.8;192.168.184.39;Windows;403706934
3835;Törökszentmiklós;Széchenyi utca 1;2017.06.30;v2.9;17;aktív;2018.11.30;ATM;Soft 1.8;192.168.114.207;Windows;367431672
3836;Kunszentmiklós;Alkotmány utca 80;2019.02.15;v9.9;14;aktív;2020.07.15;ATM;Soft 4.6;192.168.145.135;Windows;688598563
3837;Kalocsa;Bem utca 90;2020.10.12;v1.5;13;-;2021.03.12;ATM;Soft 2.0;192.168.218.46;Windows;956589373
3838;Vecsés;Ady Endre utca 32;2024.03.19;v3.3;19;aktív;2026.01.19;ATM;Soft 3.1;192.168.144.101;Windows;891557621
3839;Füzesabony;Virág utca 62;2021.01.10;v5.4;18;-;2022.01.10;ATM;Soft 2.3;192.168.206.124;Windows;815040470
3840;Ráckeve;Gyöngyvirág utca 12;2020.03.12;v8.9;14;-;2020.04.12;ATM;Soft 2.0;192.168.100.233;Windows;392445426
3841;Dunaújváros;Zrínyi utca 70;2015.06.18;v1.3;13;-;2015.10.18;ATM;Soft 3.1;192.168.142.204;Windows;615030128
3842;Szentendre;Kert utca 43;2016.06.28;v8.5;16;-;2017.06.28;ATM;Soft 2.1;192.168.213.0;Windows;463634277
3843;Püspökladány;Bartók Béla utca 84;2018.11.25;v8.2;18;aktív;2019.03.25;ATM;Soft 1.0;192.168.209.74;Windows;334013344
3844;Gödöllő;Szent István utca 64;2017.04.13;v5.5;18;-;2017.09.13;ATM;Soft 3.7;192.168.155.67;Windows;371059368
3845;Nagymaros;Kert utca 84;2022.07.05;v6.8;12;raktárban;2023.11.05;ATM;Soft 3.0;192.168.78.76;Windows;421402058
3846;Salgótarján;Dózsa György utca 44;2016.11.21;v4.6;19;-;2017.12.21;ATM;Soft 1.1;192.168.214.51;Windows;646476662
3847;Gyöngyös;Bem utca 20;2015.12.01;v4.2;13;-;2017.01.01;ATM;Soft 2.2;192.168.74.117;Windows;477657948
3848;Sümeg;Temető utca 59;2022.04.28;v3.3;20;-;2022.08.28;ATM;Soft 1.6;192.168.196.84;Windows;411764767
3849;Jászapáti;Tavasz utca 76;2023.03.01;v3.0;17;aktív;2025.02.01;ATM;Soft 3.7;192.168.122.159;Windows;703937457
3850;Kecskemét;Jókai utca 82;2024.07.02;v8.1;18;aktív;2024.08.02;ATM;Soft 3.6;192.168.242.75;Windows;926098195
3851;Ajka;Bem utca 45;2015.05.17;v6.4;18;-;2015.06.17;ATM;Soft 1.7;192.168.195.131;Windows;974951129
3852;Sárvár;Munkás utca 43;2018.07.13;v5.1;13;-;2019.09.13;ATM;Soft 2.7;192.168.83.67;Windows;826773563
3853;Püspökladány;Mátyás király utca 33;2018.03.30;v8.8;16;raktárban;2018.12.30;ATM;Soft 3.3;192.168.136.141;Windows;240844969
3854;Pécs;Szőlő utca 65;2023.02.02;v4.0;16;raktárban;2024.10.02;ATM;Soft 4.8;192.168.150.76;Windows;240750170
3855;Gyömrő;Jókai utca 34;2017.03.30;v5.1;18;aktív;2018.10.30;ATM;Soft 4.1;192.168.178.233;Windows;959866773
3856;Kunszentmiklós;Sport utca 61;2022.08.15;v6.8;19;-;2023.04.15;ATM;Soft 1.2;192.168.238.112;Windows;408388775
3857;Komárom;Alkotmány utca 94;2022.05.15;v7.7;12;-;2023.08.15;ATM;Soft 4.3;192.168.6.70;Windows;827615803
3858;Ózd;Madách utca 34;2017.04.25;v7.9;20;aktív;2018.03.25;ATM;Soft 1.4;192.168.65.21;Windows;333323907
3859;Celldömölk;Iskola utca 85;2022.07.24;v9.4;19;-;2022.11.24;ATM;Soft 4.9;192.168.223.14;Windows;473316482
3860;Lőrinci;Szőlő utca 33;2024.05.17;v6.5;16;-;2025.11.17;ATM;Soft 2.0;192.168.247.211;Windows;611025769
3861;Nagykáta;Hársfa utca 87;2016.05.05;v3.6;18;raktárban;2017.05.05;ATM;Soft 1.5;192.168.198.53;Windows;521067943
3862;Püspökladány;Iskola utca 65;2020.04.09;v8.4;13;-;2020.11.09;ATM;Soft 4.0;192.168.36.41;Windows;898418831
3863;Kisvárda;Orgona utca 48;2016.12.04;v5.8;20;-;2017.08.04;ATM;Soft 2.2;192.168.72.186;Windows;688159113
3864;Érd;Táncsics Mihály utca 92;2023.11.29;v4.5;18;-;2024.03.29;ATM;Soft 4.0;192.168.31.243;Windows;303256802
3865;Ajka;Vasút utca 29;2024.08.14;v5.7;20;-;2025.06.14;ATM;Soft 1.0;192.168.2.217;Windows;177378747
3866;Budakeszi;Temető utca 13;2016.11.10;v2.3;19;-;2017.03.10;ATM;Soft 2.7;192.168.91.20;Windows;737296619
3867;Kalocsa;Tavasz utca 75;2021.12.27;v6.3;14;aktív;2022.06.27;ATM;Soft 2.3;192.168.12.113;Windows;811655318
3868;Tiszaújváros;Honvéd utca 23;2016.09.11;v3.9;12;aktív;2017.03.11;ATM;Soft 3.4;192.168.0.197;Windows;823926185
3869;Mór;Bartók Béla utca 8;2017.01.28;v8.9;20;aktív;2018.07.28;ATM;Soft 1.5;192.168.172.75;Windows;584287323
3870;Berettyóújfalu;Nyár utca 85;2019.12.09;v9.0;18;aktív;2020.10.09;ATM;Soft 4.0;192.168.237.28;Windows;560804966
3871;Kiskunhalas;Petőfi utca 46;2023.12.21;v9.7;20;-;2025.06.21;ATM;Soft 3.1;192.168.40.44;Windows;515295218
3872;Kaposvár;Hársfa utca 2;2018.12.26;v2.5;19;raktárban;2020.06.26;ATM;Soft 2.4;192.168.100.40;Windows;587696664
3873;Gárdony;Kossuth utca 38;2024.01.21;v1.1;12;raktárban;2024.09.21;ATM;Soft 2.8;192.168.79.57;Windows;686729353
3874;Gárdony;Béke utca 78;2015.05.14;v5.6;14;aktív;2016.05.14;ATM;Soft 4.2;192.168.103.105;Windows;884138334
3875;Jászberény;Szabadság utca 76;2016.10.16;v6.0;18;-;2017.07.16;ATM;Soft 4.9;192.168.95.175;Windows;119649685
3876;Debrecen;Rákóczi utca 13;2021.03.29;v6.7;13;aktív;2022.04.29;ATM;Soft 3.5;192.168.246.57;Windows;962368989
3877;Lenti;Rét utca 6;2024.05.28;v8.9;16;aktív;2024.10.28;ATM;Soft 4.8;192.168.145.76;Windows;398134415
3878;Baja;Új utca 28;2015.11.08;v4.4;15;raktárban;2016.11.08;ATM;Soft 3.2;192.168.92.81;Windows;605025451
3879;Lenti;Szabadság utca 34;2022.05.10;v7.7;20;-;2023.07.10;ATM;Soft 2.9;192.168.82.222;Windows;198183140
3880;Makó;Jókai utca 81;2017.06.20;v2.5;15;aktív;2018.02.20;ATM;Soft 2.7;192.168.65.138;Windows;193980626
3881;Tiszaújváros;Szőlő utca 48;2015.03.03;v6.6;17;-;2015.09.03;ATM;Soft 2.2;192.168.223.2;Windows;252824339
3882;Zirc;Béke utca 73;2023.07.11;v5.9;13;aktív;2024.03.11;ATM;Soft 1.1;192.168.170.109;Windows;156596892
3883;Körmend;Sport utca 25;2017.03.29;v5.0;13;-;2018.05.29;ATM;Soft 1.0;192.168.30.90;Windows;432903320
3884;Marcali;Szabadság utca 85;2016.03.01;v8.9;14;-;2016.04.01;ATM;Soft 4.9;192.168.149.151;Windows;265042165
3885;Vác;Vörösmarty utca 78;2020.04.08;v7.8;17;-;2021.04.08;ATM;Soft 4.6;192.168.2.12;Windows;794320850
3886;Tata;Hegyalja utca 57;2020.02.11;v3.6;16;-;2020.06.11;ATM;Soft 2.9;192.168.117.228;Windows;370209379
3887;Siklós;Hunyadi utca 4;2015.02.16;v9.6;17;aktív;2015.10.16;ATM;Soft 4.8;192.168.207.180;Windows;458660802
3888;Orosháza;Madách utca 87;2022.04.17;v6.8;12;-;2022.07.17;ATM;Soft 1.4;192.168.116.67;Windows;771323958
3889;Nagykáta;Rákóczi utca 3;2024.07.06;v3.3;17;-;2025.04.06;ATM;Soft 1.4;192.168.119.223;Windows;720400897
3890;Pápa;Tavasz utca 44;2015.02.12;v9.7;19;-;2016.10.12;ATM;Soft 2.7;192.168.75.147;Windows;493294268
3891;Püspökladány;Rét utca 19;2020.10.08;v7.5;18;aktív;2021.04.08;ATM;Soft 3.5;192.168.79.206;Windows;605632497
3892;Vecsés;Rákóczi utca 2;2017.03.26;v4.4;19;-;2018.11.26;ATM;Soft 2.6;192.168.171.33;Windows;589831611
3893;Lenti;Kert utca 89;2021.07.22;v3.7;15;-;2023.04.22;ATM;Soft 3.8;192.168.51.124;Windows;704900371
3894;Budakeszi;Ady Endre utca 46;2021.07.01;v8.1;13;-;2022.03.01;ATM;Soft 2.7;192.168.216.18;Windows;461025289
3895;Budakeszi;Zrínyi utca 57;2016.02.12;v2.5;16;aktív;2016.07.12;ATM;Soft 4.2;192.168.87.3;Windows;325085273
3896;Kalocsa;Tavasz utca 67;2022.06.26;v3.8;18;raktárban;2023.10.26;ATM;Soft 3.7;192.168.105.213;Windows;828106497
3897;Hatvan;Virág utca 20;2019.01.03;v7.0;17;-;2020.11.03;ATM;Soft 4.6;192.168.82.153;Windows;690958970
3898;Celldömölk;Kossuth utca 48;2015.01.28;v8.1;17;aktív;2016.03.28;ATM;Soft 3.7;192.168.172.131;Windows;567145711
3899;Miskolc;Vörösmarty utca 71;2018.09.25;v9.1;14;raktárban;2019.06.25;ATM;Soft 4.5;192.168.253.121;Windows;646360937
3900;Vác;Tavasz utca 34;2022.04.21;v7.3;13;aktív;2023.06.21;ATM;Soft 1.7;192.168.51.128;Windows;930136007
3901;Vác;Jókai utca 21;2024.09.08;v2.5;20;aktív;2025.01.08;ATM;Soft 1.2;192.168.50.115;Windows;767921935
3902;Zalaegerszeg;Árpád utca 30;2021.11.24;v5.4;16;-;2022.05.24;ATM;Soft 4.2;192.168.66.204;Windows;172656854
3903;Salgótarján;Béke utca 93;2023.11.05;v6.5;19;-;2023.12.05;ATM;Soft 4.1;192.168.37.251;Windows;465367026
3904;Gödöllő;Orgona utca 43;2017.10.09;v2.1;14;-;2019.09.09;ATM;Soft 1.8;192.168.72.107;Windows;302136908
3905;Balatonfüred;Sport utca 70;2019.08.21;v9.9;13;-;2019.10.21;ATM;Soft 1.5;192.168.60.27;Windows;680189664
3906;Celldömölk;Orgona utca 71;2017.11.29;v2.1;18;aktív;2018.01.29;ATM;Soft 1.9;192.168.201.137;Windows;178711077
3907;Kaposvár;Fő utca 11;2016.05.15;v5.6;16;aktív;2017.03.15;ATM;Soft 4.9;192.168.84.99;Windows;245293072
3908;Nagykanizsa;Hegyalja utca 36;2017.07.05;v1.1;13;-;2018.07.05;ATM;Soft 2.7;192.168.66.226;Windows;667261183
3909;Kaposvár;Gyöngyvirág utca 14;2021.08.05;v1.9;20;aktív;2023.04.05;ATM;Soft 4.6;192.168.240.16;Windows;139310959
3910;Sárbogárd;Akácfa utca 25;2023.07.24;v6.3;20;-;2023.09.24;ATM;Soft 4.9;192.168.186.198;Windows;931277483
3911;Kalocsa;Béke utca 58;2021.06.23;v8.8;14;aktív;2023.03.23;ATM;Soft 3.7;192.168.64.33;Windows;909951390
3912;Budaörs;Kert utca 31;2018.08.06;v1.4;13;-;2020.07.06;ATM;Soft 3.5;192.168.65.148;Windows;156486979
3913;Pilisvörösvár;Sport utca 57;2016.09.05;v7.4;20;-;2016.12.05;ATM;Soft 2.5;192.168.69.42;Windows;917282700
3914;Szombathely;Alkotmány utca 18;2015.06.28;v8.9;18;aktív;2016.12.28;ATM;Soft 4.4;192.168.191.150;Windows;847309793
